"id","name","race","effect"
1047,"Humboldt Headband","indica","Euphoric"
1047,"Humboldt Headband","indica","Happy"
1047,"Humboldt Headband","indica","Relaxed"
1047,"Humboldt Headband","indica","Sleepy"
1047,"Humboldt Headband","indica","Dizzy"
1047,"Humboldt Headband","indica","Stress"
1047,"Humboldt Headband","indica","Depression"
1047,"Humboldt Headband","indica","Insomnia"
1047,"Humboldt Headband","indica","Lack of Appetite"
1047,"Humboldt Headband","indica","Pain"
1048,"Hurkle","hybrid","Relaxed"
1048,"Hurkle","hybrid","Uplifted"
1048,"Hurkle","hybrid","Happy"
1048,"Hurkle","hybrid","Hungry"
1048,"Hurkle","hybrid","Sleepy"
1048,"Hurkle","hybrid","Pain"
1048,"Hurkle","hybrid","Stress"
1048,"Hurkle","hybrid","Inflammation"
1048,"Hurkle","hybrid","Insomnia"
1048,"Hurkle","hybrid","Muscle Spasms"
1048,"Hurkle","hybrid","Dry Eyes"
1048,"Hurkle","hybrid","Dry Mouth"
1048,"Hurkle","hybrid","Dizzy"
1049,"Hurricane","sativa","Happy"
1049,"Hurricane","sativa","Relaxed"
1049,"Hurricane","sativa","Uplifted"
1049,"Hurricane","sativa","Energetic"
1049,"Hurricane","sativa","Focused"
1049,"Hurricane","sativa","Stress"
1049,"Hurricane","sativa","Insomnia"
1049,"Hurricane","sativa","Pain"
1049,"Hurricane","sativa","Depression"
1049,"Hurricane","sativa","Fatigue"
1049,"Hurricane","sativa","Anxious"
1049,"Hurricane","sativa","Dizzy"
1050,"Hustler Kush","hybrid","Happy"
1050,"Hustler Kush","hybrid","Relaxed"
1050,"Hustler Kush","hybrid","Energetic"
1050,"Hustler Kush","hybrid","Euphoric"
1050,"Hustler Kush","hybrid","Sleepy"
1050,"Hustler Kush","hybrid","Depression"
1050,"Hustler Kush","hybrid","Lack of Appetite"
1050,"Hustler Kush","hybrid","Pain"
1050,"Hustler Kush","hybrid","Stress"
1050,"Hustler Kush","hybrid","Eye Pressure"
1051,"ICED Grapefruit","hybrid","Happy"
1051,"ICED Grapefruit","hybrid","Euphoric"
1051,"ICED Grapefruit","hybrid","Uplifted"
1051,"ICED Grapefruit","hybrid","Relaxed"
1051,"ICED Grapefruit","hybrid","Creative"
1051,"ICED Grapefruit","hybrid","Stress"
1051,"ICED Grapefruit","hybrid","Pain"
1051,"ICED Grapefruit","hybrid","Depression"
1051,"ICED Grapefruit","hybrid","Fatigue"
1051,"ICED Grapefruit","hybrid","Lack of Appetite"
1051,"ICED Grapefruit","hybrid","Dry Mouth"
1051,"ICED Grapefruit","hybrid","Dry Eyes"
1053,"IG Kush","hybrid","Happy"
1053,"IG Kush","hybrid","Relaxed"
1053,"IG Kush","hybrid","Sleepy"
1053,"IG Kush","hybrid","Dry Eyes"
1053,"IG Kush","hybrid","Dry Mouth"
1053,"IG Kush","hybrid","Insomnia"
1053,"IG Kush","hybrid","Lack of Appetite"
1053,"IG Kush","hybrid","Pain"
1053,"IG Kush","hybrid","Stress"
1053,"IG Kush","hybrid","Headaches"
1054,"Ice","hybrid","Happy"
1054,"Ice","hybrid","Relaxed"
1054,"Ice","hybrid","Uplifted"
1054,"Ice","hybrid","Euphoric"
1054,"Ice","hybrid","Focused"
1054,"Ice","hybrid","Stress"
1054,"Ice","hybrid","Pain"
1054,"Ice","hybrid","Depression"
1054,"Ice","hybrid","Nausea"
1054,"Ice","hybrid","Insomnia"
1054,"Ice","hybrid","Dry Mouth"
1054,"Ice","hybrid","Dry Eyes"
1054,"Ice","hybrid","Headache"
1054,"Ice","hybrid","Dizzy"
1054,"Ice","hybrid","Paranoid"
1055,"Ice Cream","hybrid","Happy"
1055,"Ice Cream","hybrid","Relaxed"
1055,"Ice Cream","hybrid","Uplifted"
1055,"Ice Cream","hybrid","Euphoric"
1055,"Ice Cream","hybrid","Focused"
1055,"Ice Cream","hybrid","Stress"
1055,"Ice Cream","hybrid","Depression"
1055,"Ice Cream","hybrid","Insomnia"
1055,"Ice Cream","hybrid","Pain"
1055,"Ice Cream","hybrid","Fatigue"
1055,"Ice Cream","hybrid","Dry Mouth"
1055,"Ice Cream","hybrid","Dry Eyes"
1055,"Ice Cream","hybrid","Paranoid"
1055,"Ice Cream","hybrid","Dizzy"
1055,"Ice Cream","hybrid","Headache"
1056,"Ice Princess","hybrid","Happy"
1056,"Ice Princess","hybrid","Relaxed"
1056,"Ice Princess","hybrid","Dry Eyes"
1056,"Ice Princess","hybrid","Dry Mouth"
1056,"Ice Princess","hybrid","Euphoric"
1056,"Ice Princess","hybrid","Depression"
1056,"Ice Princess","hybrid","Fatigue"
1056,"Ice Princess","hybrid","Insomnia"
1056,"Ice Princess","hybrid","Pain"
1056,"Ice Princess","hybrid","Stress"
1057,"Ice Queen","hybrid","Uplifted"
1057,"Ice Queen","hybrid","Relaxed"
1057,"Ice Queen","hybrid","Euphoric"
1057,"Ice Queen","hybrid","Happy"
1057,"Ice Queen","hybrid","Energetic"
1057,"Ice Queen","hybrid","Stress"
1057,"Ice Queen","hybrid","Depression"
1057,"Ice Queen","hybrid","Pain"
1057,"Ice Queen","hybrid","Headaches"
1057,"Ice Queen","hybrid","Nausea"
1057,"Ice Queen","hybrid","Dry Eyes"
1057,"Ice Queen","hybrid","Dry Mouth"
1057,"Ice Queen","hybrid","Dizzy"
1057,"Ice Queen","hybrid","Headache"
1057,"Ice Queen","hybrid","Anxious"
1058,"Ice Wreck","hybrid","Happy"
1058,"Ice Wreck","hybrid","Relaxed"
1058,"Ice Wreck","hybrid","Tingly"
1058,"Ice Wreck","hybrid","Euphoric"
1058,"Ice Wreck","hybrid","Dry Mouth"
1058,"Ice Wreck","hybrid","Pain"
1058,"Ice Wreck","hybrid","Stress"
1058,"Ice Wreck","hybrid","Nausea"
1058,"Ice Wreck","hybrid","Depression"
1058,"Ice Wreck","hybrid","Spasticity"
1058,"Ice Wreck","hybrid","Anxious"
1058,"Ice Wreck","hybrid","Dizzy"
1058,"Ice Wreck","hybrid","Headache"
1058,"Ice Wreck","hybrid","Paranoid"
1059,"Iced Widow","indica","Relaxed"
1059,"Iced Widow","indica","Talkative"
1059,"Iced Widow","indica","Happy"
1059,"Iced Widow","indica","Giggly"
1059,"Iced Widow","indica","Euphoric"
1059,"Iced Widow","indica","Lack of Appetite"
1059,"Iced Widow","indica","Stress"
1059,"Iced Widow","indica","Pain"
1059,"Iced Widow","indica","Depression"
1059,"Iced Widow","indica","Fatigue"
1059,"Iced Widow","indica","Dry Mouth"
1059,"Iced Widow","indica","Anxious"
1060,"Ill OG","indica","Dry Eyes"
1060,"Ill OG","indica","Dry Mouth"
1060,"Ill OG","indica","Euphoric"
1060,"Ill OG","indica","Giggly"
1060,"Ill OG","indica","Happy"
1060,"Ill OG","indica","Depression"
1060,"Ill OG","indica","Eye Pressure"
1060,"Ill OG","indica","Inflammation"
1060,"Ill OG","indica","Insomnia"
1060,"Ill OG","indica","Lack of Appetite"
1061,"Illuminati OG","indica","Relaxed"
1061,"Illuminati OG","indica","Sleepy"
1061,"Illuminati OG","indica","Happy"
1061,"Illuminati OG","indica","Hungry"
1061,"Illuminati OG","indica","Tingly"
1061,"Illuminati OG","indica","Depression"
1061,"Illuminati OG","indica","Insomnia"
1061,"Illuminati OG","indica","Stress"
1061,"Illuminati OG","indica","Lack of Appetite"
1061,"Illuminati OG","indica","Spasticity"
1061,"Illuminati OG","indica","Dizzy"
1061,"Illuminati OG","indica","Dry Eyes"
1061,"Illuminati OG","indica","Dry Mouth"
1061,"Illuminati OG","indica","Headache"
1062,"In The Pines","sativa","Focused"
1062,"In The Pines","sativa","Relaxed"
1062,"In The Pines","sativa","Uplifted"
1062,"In The Pines","sativa","Euphoric"
1062,"In The Pines","sativa","Creative"
1062,"In The Pines","sativa","Inflammation"
1062,"In The Pines","sativa","Pain"
1062,"In The Pines","sativa","Stress"
1062,"In The Pines","sativa","Depression"
1062,"In The Pines","sativa","Muscle Spasms"
1062,"In The Pines","sativa","Headache"
1062,"In The Pines","sativa","Dizzy"
1062,"In The Pines","sativa","Dry Eyes"
1062,"In The Pines","sativa","Paranoid"
1063,"Incredible Bulk","indica","Relaxed"
1063,"Incredible Bulk","indica","Happy"
1063,"Incredible Bulk","indica","Euphoric"
1063,"Incredible Bulk","indica","Focused"
1063,"Incredible Bulk","indica","Sleepy"
1063,"Incredible Bulk","indica","Stress"
1063,"Incredible Bulk","indica","Muscle Spasms"
1063,"Incredible Bulk","indica","Insomnia"
1063,"Incredible Bulk","indica","Pain"
1063,"Incredible Bulk","indica","Nausea"
1063,"Incredible Bulk","indica","Dry Mouth"
1063,"Incredible Bulk","indica","Paranoid"
1063,"Incredible Bulk","indica","Anxious"
1063,"Incredible Bulk","indica","Dry Eyes"
1064,"Incredible Hulk","sativa","Happy"
1064,"Incredible Hulk","sativa","Uplifted"
1064,"Incredible Hulk","sativa","Relaxed"
1064,"Incredible Hulk","sativa","Euphoric"
1064,"Incredible Hulk","sativa","Creative"
1064,"Incredible Hulk","sativa","Pain"
1064,"Incredible Hulk","sativa","Stress"
1064,"Incredible Hulk","sativa","Depression"
1064,"Incredible Hulk","sativa","Muscle Spasms"
1064,"Incredible Hulk","sativa","Lack of Appetite"
1064,"Incredible Hulk","sativa","Dry Mouth"
1064,"Incredible Hulk","sativa","Dry Eyes"
1064,"Incredible Hulk","sativa","Anxious"
1064,"Incredible Hulk","sativa","Dizzy"
1065,"Industrial Plant","hybrid","Energetic"
1065,"Industrial Plant","hybrid","Euphoric"
1065,"Industrial Plant","hybrid","Happy"
1065,"Industrial Plant","hybrid","Uplifted"
1065,"Industrial Plant","hybrid","Creative"
1065,"Industrial Plant","hybrid","Depression"
1065,"Industrial Plant","hybrid","Stress"
1065,"Industrial Plant","hybrid","Headaches"
1065,"Industrial Plant","hybrid","Fatigue"
1065,"Industrial Plant","hybrid","Insomnia"
1065,"Industrial Plant","hybrid","Paranoid"
1066,"Ingrid","indica","Relaxed"
1066,"Ingrid","indica","Happy"
1066,"Ingrid","indica","Sleepy"
1066,"Ingrid","indica","Hungry"
1066,"Ingrid","indica","Euphoric"
1066,"Ingrid","indica","Stress"
1066,"Ingrid","indica","Pain"
1066,"Ingrid","indica","Depression"
1066,"Ingrid","indica","Nausea"
1066,"Ingrid","indica","Cramps"
1066,"Ingrid","indica","Dry Mouth"
1066,"Ingrid","indica","Dry Eyes"
1066,"Ingrid","indica","Paranoid"
1066,"Ingrid","indica","Dizzy"
1066,"Ingrid","indica","Headache"
1067,"Intergalactic","hybrid","Creative"
1067,"Intergalactic","hybrid","Giggly"
1067,"Intergalactic","hybrid","Happy"
1067,"Intergalactic","hybrid","Relaxed"
1068,"Irene OG","hybrid","Relaxed"
1068,"Irene OG","hybrid","Uplifted"
1068,"Irene OG","hybrid","Happy"
1068,"Irene OG","hybrid","Energetic"
1068,"Irene OG","hybrid","Focused"
1068,"Irene OG","hybrid","Stress"
1068,"Irene OG","hybrid","Depression"
1068,"Irene OG","hybrid","Fatigue"
1068,"Irene OG","hybrid","Headaches"
1068,"Irene OG","hybrid","Insomnia"
1068,"Irene OG","hybrid","Dry Mouth"
1068,"Irene OG","hybrid","Dry Eyes"
1069,"Irish Cream","indica","Euphoric"
1069,"Irish Cream","indica","Relaxed"
1069,"Irish Cream","indica","Uplifted"
1070,"Iron Triangle","hybrid","Giggly"
1070,"Iron Triangle","hybrid","Happy"
1070,"Iron Triangle","hybrid","Tingly"
1070,"Iron Triangle","hybrid","Uplifted"
1070,"Iron Triangle","hybrid","Hungry"
1070,"Iron Triangle","hybrid","Cramps"
1070,"Iron Triangle","hybrid","Depression"
1070,"Iron Triangle","hybrid","Insomnia"
1070,"Iron Triangle","hybrid","Pain"
1070,"Iron Triangle","hybrid","Stress"
1071,"Island Haze","sativa","Creative"
1071,"Island Haze","sativa","Uplifted"
1071,"Island Haze","sativa","Dry Mouth"
1071,"Island Haze","sativa","Energetic"
1071,"Island Haze","sativa","Euphoric"
1071,"Island Haze","sativa","Depression"
1071,"Island Haze","sativa","Fatigue"
1071,"Island Haze","sativa","Stress"
1072,"Island Maui Haze","sativa","Euphoric"
1072,"Island Maui Haze","sativa","Anxious"
1072,"Island Maui Haze","sativa","Creative"
1072,"Island Maui Haze","sativa","Tingly"
1072,"Island Maui Haze","sativa","Uplifted"
1072,"Island Maui Haze","sativa","Stress"
1072,"Island Maui Haze","sativa","Depression"
1072,"Island Maui Haze","sativa","Nausea"
1072,"Island Maui Haze","sativa","Cramps"
1072,"Island Maui Haze","sativa","Headaches"
1073,"Island Sweet Skunk","sativa","Happy"
1073,"Island Sweet Skunk","sativa","Uplifted"
1073,"Island Sweet Skunk","sativa","Energetic"
1073,"Island Sweet Skunk","sativa","Focused"
1073,"Island Sweet Skunk","sativa","Euphoric"
1073,"Island Sweet Skunk","sativa","Stress"
1073,"Island Sweet Skunk","sativa","Depression"
1073,"Island Sweet Skunk","sativa","Pain"
1073,"Island Sweet Skunk","sativa","Fatigue"
1073,"Island Sweet Skunk","sativa","Headaches"
1073,"Island Sweet Skunk","sativa","Dry Mouth"
1073,"Island Sweet Skunk","sativa","Paranoid"
1073,"Island Sweet Skunk","sativa","Dry Eyes"
1073,"Island Sweet Skunk","sativa","Headache"
1073,"Island Sweet Skunk","sativa","Dizzy"
1074,"J's Famous Kush","hybrid","Focused"
1074,"J's Famous Kush","hybrid","Hungry"
1074,"J's Famous Kush","hybrid","Relaxed"
1074,"J's Famous Kush","hybrid","Lack of Appetite"
1074,"J's Famous Kush","hybrid","Spasticity"
1074,"J's Famous Kush","hybrid","Stress"
1075,"J-27","sativa","Euphoric"
1075,"J-27","sativa","Energetic"
1075,"J-27","sativa","Focused"
1075,"J-27","sativa","Creative"
1075,"J-27","sativa","Uplifted"
1075,"J-27","sativa","Headaches"
1075,"J-27","sativa","Inflammation"
1075,"J-27","sativa","Stress"
1075,"J-27","sativa","Pain"
1075,"J-27","sativa","Nausea"
1075,"J-27","sativa","Dry Mouth"
1075,"J-27","sativa","Dizzy"
1075,"J-27","sativa","Dry Eyes"
1075,"J-27","sativa","Paranoid"
1076,"J1","hybrid","Happy"
1076,"J1","hybrid","Uplifted"
1076,"J1","hybrid","Energetic"
1076,"J1","hybrid","Euphoric"
1076,"J1","hybrid","Relaxed"
1076,"J1","hybrid","Pain"
1076,"J1","hybrid","Stress"
1076,"J1","hybrid","Depression"
1076,"J1","hybrid","Fatigue"
1076,"J1","hybrid","Headaches"
1076,"J1","hybrid","Dry Mouth"
1076,"J1","hybrid","Dry Eyes"
1076,"J1","hybrid","Paranoid"
1076,"J1","hybrid","Headache"
1076,"J1","hybrid","Dizzy"
1077,"JT15","indica","Relaxed"
1077,"JT15","indica","Dry Mouth"
1077,"JT15","indica","Happy"
1077,"JT15","indica","Hungry"
1077,"JT15","indica","Sleepy"
1077,"JT15","indica","Depression"
1078,"Jack 47","hybrid","Happy"
1078,"Jack 47","hybrid","Euphoric"
1078,"Jack 47","hybrid","Relaxed"
1078,"Jack 47","hybrid","Energetic"
1078,"Jack 47","hybrid","Creative"
1078,"Jack 47","hybrid","Depression"
1078,"Jack 47","hybrid","Lack of Appetite"
1078,"Jack 47","hybrid","Stress"
1078,"Jack 47","hybrid","Fatigue"
1078,"Jack 47","hybrid","Inflammation"
1078,"Jack 47","hybrid","Dry Eyes"
1078,"Jack 47","hybrid","Dry Mouth"
1079,"Jack Burton","indica","Aroused"
1079,"Jack Burton","indica","Creative"
1079,"Jack Burton","indica","Dizzy"
1079,"Jack Burton","indica","Euphoric"
1079,"Jack Burton","indica","Focused"
1079,"Jack Burton","indica","Fatigue"
1079,"Jack Burton","indica","Inflammation"
1079,"Jack Burton","indica","Insomnia"
1079,"Jack Burton","indica","Pain"
1079,"Jack Burton","indica","Stress"
1080,"Jack Diesel","sativa","Euphoric"
1080,"Jack Diesel","sativa","Energetic"
1080,"Jack Diesel","sativa","Happy"
1080,"Jack Diesel","sativa","Giggly"
1080,"Jack Diesel","sativa","Focused"
1080,"Jack Diesel","sativa","Fatigue"
1080,"Jack Diesel","sativa","Depression"
1080,"Jack Diesel","sativa","Insomnia"
1080,"Jack Diesel","sativa","Lack of Appetite"
1080,"Jack Diesel","sativa","Inflammation"
1080,"Jack Diesel","sativa","Dry Mouth"
1080,"Jack Diesel","sativa","Dizzy"
1080,"Jack Diesel","sativa","Dry Eyes"
1081,"Jack Flash","hybrid","Happy"
1081,"Jack Flash","hybrid","Uplifted"
1081,"Jack Flash","hybrid","Euphoric"
1081,"Jack Flash","hybrid","Relaxed"
1081,"Jack Flash","hybrid","Energetic"
1081,"Jack Flash","hybrid","Depression"
1081,"Jack Flash","hybrid","Pain"
1081,"Jack Flash","hybrid","Stress"
1081,"Jack Flash","hybrid","Fatigue"
1081,"Jack Flash","hybrid","Insomnia"
1081,"Jack Flash","hybrid","Dry Mouth"
1081,"Jack Flash","hybrid","Dry Eyes"
1081,"Jack Flash","hybrid","Headache"
1081,"Jack Flash","hybrid","Dizzy"
1081,"Jack Flash","hybrid","Paranoid"
1082,"Jack Frost","hybrid","Happy"
1082,"Jack Frost","hybrid","Euphoric"
1082,"Jack Frost","hybrid","Uplifted"
1082,"Jack Frost","hybrid","Energetic"
1082,"Jack Frost","hybrid","Relaxed"
1082,"Jack Frost","hybrid","Stress"
1082,"Jack Frost","hybrid","Depression"
1082,"Jack Frost","hybrid","Pain"
1082,"Jack Frost","hybrid","Fatigue"
1082,"Jack Frost","hybrid","Lack of Appetite"
1082,"Jack Frost","hybrid","Dry Mouth"
1082,"Jack Frost","hybrid","Dry Eyes"
1082,"Jack Frost","hybrid","Anxious"
1082,"Jack Frost","hybrid","Paranoid"
1082,"Jack Frost","hybrid","Dizzy"
1083,"Jack Haze","hybrid","Uplifted"
1083,"Jack Haze","hybrid","Energetic"
1083,"Jack Haze","hybrid","Happy"
1083,"Jack Haze","hybrid","Talkative"
1083,"Jack Haze","hybrid","Creative"
1083,"Jack Haze","hybrid","Stress"
1083,"Jack Haze","hybrid","Depression"
1083,"Jack Haze","hybrid","Pain"
1083,"Jack Haze","hybrid","Headaches"
1083,"Jack Haze","hybrid","Fatigue"
1083,"Jack Haze","hybrid","Dry Mouth"
1083,"Jack Haze","hybrid","Dry Eyes"
1083,"Jack Haze","hybrid","Dizzy"
1083,"Jack Haze","hybrid","Paranoid"
1083,"Jack Haze","hybrid","Anxious"
1084,"Jack Herer","sativa","Happy"
1084,"Jack Herer","sativa","Energetic"
1084,"Jack Herer","sativa","Uplifted"
1084,"Jack Herer","sativa","Creative"
1084,"Jack Herer","sativa","Euphoric"
1084,"Jack Herer","sativa","Stress"
1084,"Jack Herer","sativa","Depression"
1084,"Jack Herer","sativa","Pain"
1084,"Jack Herer","sativa","Fatigue"
1084,"Jack Herer","sativa","Lack of Appetite"
1084,"Jack Herer","sativa","Dry Mouth"
1084,"Jack Herer","sativa","Dry Eyes"
1084,"Jack Herer","sativa","Paranoid"
1084,"Jack Herer","sativa","Dizzy"
1084,"Jack Herer","sativa","Anxious"
1085,"Jack Kush","hybrid","Happy"
1085,"Jack Kush","hybrid","Uplifted"
1085,"Jack Kush","hybrid","Euphoric"
1085,"Jack Kush","hybrid","Relaxed"
1085,"Jack Kush","hybrid","Hungry"
1085,"Jack Kush","hybrid","Pain"
1085,"Jack Kush","hybrid","Inflammation"
1085,"Jack Kush","hybrid","Lack of Appetite"
1085,"Jack Kush","hybrid","Muscle Spasms"
1085,"Jack Kush","hybrid","Stress"
1085,"Jack Kush","hybrid","Dry Eyes"
1085,"Jack Kush","hybrid","Dry Mouth"
1085,"Jack Kush","hybrid","Anxious"
1085,"Jack Kush","hybrid","Dizzy"
1085,"Jack Kush","hybrid","Headache"
1086,"Jack Skellington","sativa","Relaxed"
1086,"Jack Skellington","sativa","Happy"
1086,"Jack Skellington","sativa","Energetic"
1086,"Jack Skellington","sativa","Creative"
1086,"Jack Skellington","sativa","Euphoric"
1086,"Jack Skellington","sativa","Stress"
1086,"Jack Skellington","sativa","Depression"
1086,"Jack Skellington","sativa","Pain"
1086,"Jack Skellington","sativa","Fatigue"
1086,"Jack Skellington","sativa","Muscle Spasms"
1086,"Jack Skellington","sativa","Dizzy"
1086,"Jack Skellington","sativa","Dry Mouth"
1086,"Jack Skellington","sativa","Dry Eyes"
1086,"Jack Skellington","sativa","Paranoid"
1087,"Jack Smack","sativa","Energetic"
1087,"Jack Smack","sativa","Focused"
1087,"Jack Smack","sativa","Happy"
1087,"Jack Smack","sativa","Relaxed"
1087,"Jack Smack","sativa","Uplifted"
1087,"Jack Smack","sativa","Lack of Appetite"
1087,"Jack Smack","sativa","Depression"
1087,"Jack Smack","sativa","Stress"
1087,"Jack Smack","sativa","Fatigue"
1087,"Jack Smack","sativa","Headaches"
1088,"Jack Widow","hybrid","Happy"
1088,"Jack Widow","hybrid","Uplifted"
1088,"Jack Widow","hybrid","Euphoric"
1088,"Jack Widow","hybrid","Creative"
1088,"Jack Widow","hybrid","Energetic"
1088,"Jack Widow","hybrid","Fatigue"
1088,"Jack Widow","hybrid","Headaches"
1088,"Jack Widow","hybrid","Stress"
1088,"Jack Widow","hybrid","Pain"
1088,"Jack Widow","hybrid","Nausea"
1088,"Jack Widow","hybrid","Dry Mouth"
1088,"Jack Widow","hybrid","Dry Eyes"
1088,"Jack Widow","hybrid","Dizzy"
1088,"Jack Widow","hybrid","Paranoid"
1089,"Jack Wreck","sativa","Energetic"
1089,"Jack Wreck","sativa","Euphoric"
1089,"Jack Wreck","sativa","Uplifted"
1089,"Jack Wreck","sativa","Creative"
1089,"Jack Wreck","sativa","Focused"
1089,"Jack Wreck","sativa","Pain"
1089,"Jack Wreck","sativa","Depression"
1089,"Jack Wreck","sativa","Stress"
1089,"Jack Wreck","sativa","Fatigue"
1089,"Jack Wreck","sativa","Insomnia"
1089,"Jack Wreck","sativa","Dry Mouth"
1089,"Jack Wreck","sativa","Dry Eyes"
1090,"Jack the Ripper","sativa","Happy"
1090,"Jack the Ripper","sativa","Energetic"
1090,"Jack the Ripper","sativa","Uplifted"
1090,"Jack the Ripper","sativa","Euphoric"
1090,"Jack the Ripper","sativa","Talkative"
1090,"Jack the Ripper","sativa","Stress"
1090,"Jack the Ripper","sativa","Depression"
1090,"Jack the Ripper","sativa","Pain"
1090,"Jack the Ripper","sativa","Headaches"
1090,"Jack the Ripper","sativa","Nausea"
1090,"Jack the Ripper","sativa","Dry Mouth"
1090,"Jack the Ripper","sativa","Dry Eyes"
1090,"Jack the Ripper","sativa","Paranoid"
1090,"Jack the Ripper","sativa","Anxious"
1090,"Jack the Ripper","sativa","Headache"
1091,"Jack's Cleaner","sativa","Energetic"
1091,"Jack's Cleaner","sativa","Euphoric"
1091,"Jack's Cleaner","sativa","Uplifted"
1091,"Jack's Cleaner","sativa","Focused"
1091,"Jack's Cleaner","sativa","Talkative"
1091,"Jack's Cleaner","sativa","Stress"
1091,"Jack's Cleaner","sativa","Pain"
1091,"Jack's Cleaner","sativa","Depression"
1091,"Jack's Cleaner","sativa","Fatigue"
1091,"Jack's Cleaner","sativa","Nausea"
1091,"Jack's Cleaner","sativa","Anxious"
1091,"Jack's Cleaner","sativa","Dry Mouth"
1091,"Jack's Cleaner","sativa","Dry Eyes"
1091,"Jack's Cleaner","sativa","Paranoid"
1091,"Jack's Cleaner","sativa","Dizzy"
1092,"Jack's Dream","hybrid","Creative"
1092,"Jack's Dream","hybrid","Happy"
1092,"Jack's Dream","hybrid","Euphoric"
1092,"Jack's Dream","hybrid","Focused"
1092,"Jack's Dream","hybrid","Uplifted"
1092,"Jack's Dream","hybrid","Cramps"
1092,"Jack's Dream","hybrid","Depression"
1092,"Jack's Dream","hybrid","Fatigue"
1092,"Jack's Dream","hybrid","Pain"
1092,"Jack's Dream","hybrid","Inflammation"
1093,"Jackalope","sativa","Happy"
1093,"Jackalope","sativa","Relaxed"
1093,"Jackalope","sativa","Aroused"
1093,"Jackalope","sativa","Dizzy"
1093,"Jackalope","sativa","Sleepy"
1093,"Jackalope","sativa","Depression"
1093,"Jackalope","sativa","Insomnia"
1093,"Jackalope","sativa","Stress"
1093,"Jackalope","sativa","Headaches"
1093,"Jackalope","sativa","Fatigue"
1093,"Jackalope","sativa","Dizzy"
1093,"Jackalope","sativa","Dry Mouth"
1093,"Jackalope","sativa","Paranoid"
1093,"Jackalope","sativa","Dry Eyes"
1094,"Jacked-Up","hybrid","Hungry"
1094,"Jacked-Up","hybrid","Creative"
1094,"Jacked-Up","hybrid","Aroused"
1094,"Jacked-Up","hybrid","Focused"
1094,"Jacked-Up","hybrid","Energetic"
1094,"Jacked-Up","hybrid","Stress"
1094,"Jacked-Up","hybrid","Insomnia"
1094,"Jacked-Up","hybrid","Lack of Appetite"
1094,"Jacked-Up","hybrid","Fatigue"
1094,"Jacked-Up","hybrid","Depression"
1094,"Jacked-Up","hybrid","Headache"
1094,"Jacked-Up","hybrid","Dry Mouth"
1095,"Jacky White","sativa","Focused"
1095,"Jacky White","sativa","Relaxed"
1095,"Jacky White","sativa","Energetic"
1095,"Jacky White","sativa","Uplifted"
1095,"Jacky White","sativa","Happy"
1095,"Jacky White","sativa","Stress"
1095,"Jacky White","sativa","Depression"
1095,"Jacky White","sativa","Nausea"
1095,"Jacky White","sativa","Fatigue"
1095,"Jacky White","sativa","Insomnia"
1095,"Jacky White","sativa","Anxious"
1095,"Jacky White","sativa","Dry Mouth"
1095,"Jacky White","sativa","Dry Eyes"
1095,"Jacky White","sativa","Paranoid"
1096,"Jah Kush","hybrid","Uplifted"
1096,"Jah Kush","hybrid","Happy"
1096,"Jah Kush","hybrid","Relaxed"
1096,"Jah Kush","hybrid","Energetic"
1096,"Jah Kush","hybrid","Focused"
1096,"Jah Kush","hybrid","Stress"
1096,"Jah Kush","hybrid","Pain"
1096,"Jah Kush","hybrid","Depression"
1096,"Jah Kush","hybrid","Fatigue"
1096,"Jah Kush","hybrid","Headaches"
1096,"Jah Kush","hybrid","Dry Mouth"
1096,"Jah Kush","hybrid","Dry Eyes"
1096,"Jah Kush","hybrid","Dizzy"
1096,"Jah Kush","hybrid","Headache"
1096,"Jah Kush","hybrid","Paranoid"
1097,"Jahwaiian","sativa","Aroused"
1097,"Jahwaiian","sativa","Creative"
1097,"Jahwaiian","sativa","Energetic"
1097,"Jahwaiian","sativa","Euphoric"
1097,"Jahwaiian","sativa","Happy"
1097,"Jahwaiian","sativa","Pain"
1098,"Jamaican","sativa","Happy"
1098,"Jamaican","sativa","Uplifted"
1098,"Jamaican","sativa","Energetic"
1098,"Jamaican","sativa","Talkative"
1098,"Jamaican","sativa","Euphoric"
1098,"Jamaican","sativa","Depression"
1098,"Jamaican","sativa","Fatigue"
1098,"Jamaican","sativa","Insomnia"
1098,"Jamaican","sativa","Headaches"
1098,"Jamaican","sativa","Stress"
1098,"Jamaican","sativa","Dizzy"
1098,"Jamaican","sativa","Dry Mouth"
1098,"Jamaican","sativa","Dry Eyes"
1098,"Jamaican","sativa","Anxious"
1099,"Jamaican Dream","sativa","Happy"
1099,"Jamaican Dream","sativa","Uplifted"
1099,"Jamaican Dream","sativa","Euphoric"
1099,"Jamaican Dream","sativa","Relaxed"
1099,"Jamaican Dream","sativa","Talkative"
1099,"Jamaican Dream","sativa","Stress"
1099,"Jamaican Dream","sativa","Depression"
1099,"Jamaican Dream","sativa","Nausea"
1099,"Jamaican Dream","sativa","Muscle Spasms"
1099,"Jamaican Dream","sativa","Pain"
1099,"Jamaican Dream","sativa","Dry Mouth"
1099,"Jamaican Dream","sativa","Headache"
1099,"Jamaican Dream","sativa","Anxious"
1100,"Jamaican Lion","sativa","Relaxed"
1100,"Jamaican Lion","sativa","Uplifted"
1100,"Jamaican Lion","sativa","Happy"
1100,"Jamaican Lion","sativa","Energetic"
