"id","name","race","effect"
1903,"Sweet Berry","hybrid","Pain"
1903,"Sweet Berry","hybrid","Stress"
1903,"Sweet Berry","hybrid","Anxious"
1903,"Sweet Berry","hybrid","Paranoid"
1904,"Sweet Black Angel","indica","Relaxed"
1904,"Sweet Black Angel","indica","Sleepy"
1904,"Sweet Black Angel","indica","Happy"
1904,"Sweet Black Angel","indica","Euphoric"
1904,"Sweet Black Angel","indica","Tingly"
1904,"Sweet Black Angel","indica","Stress"
1904,"Sweet Black Angel","indica","Pain"
1904,"Sweet Black Angel","indica","Depression"
1904,"Sweet Black Angel","indica","Lack of Appetite"
1904,"Sweet Black Angel","indica","Nausea"
1904,"Sweet Black Angel","indica","Dry Eyes"
1904,"Sweet Black Angel","indica","Dry Mouth"
1905,"Sweet Cheese","sativa","Happy"
1905,"Sweet Cheese","sativa","Uplifted"
1905,"Sweet Cheese","sativa","Creative"
1905,"Sweet Cheese","sativa","Euphoric"
1905,"Sweet Cheese","sativa","Energetic"
1905,"Sweet Cheese","sativa","Depression"
1905,"Sweet Cheese","sativa","Stress"
1905,"Sweet Cheese","sativa","Fatigue"
1905,"Sweet Cheese","sativa","Lack of Appetite"
1905,"Sweet Cheese","sativa","Insomnia"
1905,"Sweet Cheese","sativa","Anxious"
1905,"Sweet Cheese","sativa","Dry Mouth"
1905,"Sweet Cheese","sativa","Paranoid"
1905,"Sweet Cheese","sativa","Dry Eyes"
1906,"Sweet Deep Grapefruit","indica","Relaxed"
1906,"Sweet Deep Grapefruit","indica","Sleepy"
1906,"Sweet Deep Grapefruit","indica","Euphoric"
1906,"Sweet Deep Grapefruit","indica","Dry Mouth"
1906,"Sweet Deep Grapefruit","indica","Hungry"
1906,"Sweet Deep Grapefruit","indica","Stress"
1906,"Sweet Deep Grapefruit","indica","Insomnia"
1906,"Sweet Deep Grapefruit","indica","Pain"
1906,"Sweet Deep Grapefruit","indica","Inflammation"
1906,"Sweet Deep Grapefruit","indica","Muscle Spasms"
1906,"Sweet Deep Grapefruit","indica","Dry Mouth"
1906,"Sweet Deep Grapefruit","indica","Dry Eyes"
1907,"Sweet Diesel","sativa","Happy"
1907,"Sweet Diesel","sativa","Uplifted"
1907,"Sweet Diesel","sativa","Relaxed"
1907,"Sweet Diesel","sativa","Energetic"
1907,"Sweet Diesel","sativa","Talkative"
1907,"Sweet Diesel","sativa","Headaches"
1907,"Sweet Diesel","sativa","Depression"
1907,"Sweet Diesel","sativa","Stress"
1907,"Sweet Diesel","sativa","Pain"
1907,"Sweet Diesel","sativa","Nausea"
1907,"Sweet Diesel","sativa","Headache"
1907,"Sweet Diesel","sativa","Dizzy"
1907,"Sweet Diesel","sativa","Paranoid"
1907,"Sweet Diesel","sativa","Dry Mouth"
1907,"Sweet Diesel","sativa","Dry Eyes"
1908,"Sweet Dream","hybrid","Euphoric"
1908,"Sweet Dream","hybrid","Giggly"
1908,"Sweet Dream","hybrid","Happy"
1908,"Sweet Dream","hybrid","Relaxed"
1908,"Sweet Dream","hybrid","Uplifted"
1908,"Sweet Dream","hybrid","Depression"
1908,"Sweet Dream","hybrid","Stress"
1908,"Sweet Dream","hybrid","Headaches"
1908,"Sweet Dream","hybrid","Cramps"
1908,"Sweet Dream","hybrid","Fatigue"
1908,"Sweet Dream","hybrid","Dry Eyes"
1908,"Sweet Dream","hybrid","Dry Mouth"
1909,"Sweet Dreams","hybrid","Relaxed"
1909,"Sweet Dreams","hybrid","Sleepy"
1909,"Sweet Dreams","hybrid","Happy"
1909,"Sweet Dreams","hybrid","Talkative"
1909,"Sweet Dreams","hybrid","Hungry"
1909,"Sweet Dreams","hybrid","Depression"
1909,"Sweet Dreams","hybrid","Stress"
1909,"Sweet Dreams","hybrid","Pain"
1909,"Sweet Dreams","hybrid","Fatigue"
1909,"Sweet Dreams","hybrid","Insomnia"
1910,"Sweet Harlem Diesel","hybrid","Aroused"
1910,"Sweet Harlem Diesel","hybrid","Creative"
1910,"Sweet Harlem Diesel","hybrid","Dry Eyes"
1910,"Sweet Harlem Diesel","hybrid","Euphoric"
1910,"Sweet Harlem Diesel","hybrid","Happy"
1910,"Sweet Harlem Diesel","hybrid","Depression"
1910,"Sweet Harlem Diesel","hybrid","Fatigue"
1910,"Sweet Harlem Diesel","hybrid","Inflammation"
1910,"Sweet Harlem Diesel","hybrid","Lack of Appetite"
1910,"Sweet Harlem Diesel","hybrid","Pain"
1911,"Sweet Jane","sativa","Happy"
1911,"Sweet Jane","sativa","Focused"
1911,"Sweet Jane","sativa","Aroused"
1911,"Sweet Jane","sativa","Creative"
1911,"Sweet Jane","sativa","Dry Mouth"
1911,"Sweet Jane","sativa","Fatigue"
1911,"Sweet Jane","sativa","Stress"
1911,"Sweet Jane","sativa","Depression"
1911,"Sweet Jane","sativa","Headaches"
1911,"Sweet Jane","sativa","Lack of Appetite"
1912,"Sweet Kush","hybrid","Relaxed"
1912,"Sweet Kush","hybrid","Euphoric"
1912,"Sweet Kush","hybrid","Hungry"
1912,"Sweet Kush","hybrid","Sleepy"
1912,"Sweet Kush","hybrid","Energetic"
1912,"Sweet Kush","hybrid","Insomnia"
1912,"Sweet Kush","hybrid","Pain"
1912,"Sweet Kush","hybrid","Stress"
1912,"Sweet Kush","hybrid","Depression"
1912,"Sweet Kush","hybrid","Headaches"
1912,"Sweet Kush","hybrid","Dry Mouth"
1912,"Sweet Kush","hybrid","Dry Eyes"
1912,"Sweet Kush","hybrid","Paranoid"
1912,"Sweet Kush","hybrid","Dizzy"
1912,"Sweet Kush","hybrid","Headache"
1913,"Sweet Lafayette","indica","Relaxed"
1913,"Sweet Lafayette","indica","Focused"
1913,"Sweet Lafayette","indica","Happy"
1913,"Sweet Lafayette","indica","Euphoric"
1913,"Sweet Lafayette","indica","Uplifted"
1913,"Sweet Lafayette","indica","Stress"
1913,"Sweet Lafayette","indica","Depression"
1913,"Sweet Lafayette","indica","Pain"
1913,"Sweet Lafayette","indica","Headaches"
1913,"Sweet Lafayette","indica","Insomnia"
1913,"Sweet Lafayette","indica","Dizzy"
1914,"Sweet Nina","hybrid","Relaxed"
1914,"Sweet Nina","hybrid","Happy"
1914,"Sweet Nina","hybrid","Euphoric"
1914,"Sweet Nina","hybrid","Dry Eyes"
1914,"Sweet Nina","hybrid","Focused"
1914,"Sweet Nina","hybrid","Depression"
1914,"Sweet Nina","hybrid","Fatigue"
1914,"Sweet Nina","hybrid","Stress"
1915,"Sweet Pebbles","hybrid","Creative"
1915,"Sweet Pebbles","hybrid","Euphoric"
1915,"Sweet Pebbles","hybrid","Uplifted"
1915,"Sweet Pebbles","hybrid","Focused"
1915,"Sweet Pebbles","hybrid","Relaxed"
1915,"Sweet Pebbles","hybrid","Inflammation"
1915,"Sweet Pebbles","hybrid","Pain"
1915,"Sweet Pebbles","hybrid","Depression"
1915,"Sweet Pebbles","hybrid","Cramps"
1915,"Sweet Pebbles","hybrid","Lack of Appetite"
1916,"Sweet Skunk","hybrid","Energetic"
1916,"Sweet Skunk","hybrid","Euphoric"
1916,"Sweet Skunk","hybrid","Dry Mouth"
1917,"Sweet Tooth","indica","Relaxed"
1917,"Sweet Tooth","indica","Sleepy"
1917,"Sweet Tooth","indica","Happy"
1917,"Sweet Tooth","indica","Hungry"
1917,"Sweet Tooth","indica","Uplifted"
1917,"Sweet Tooth","indica","Pain"
1917,"Sweet Tooth","indica","Stress"
1917,"Sweet Tooth","indica","Insomnia"
1917,"Sweet Tooth","indica","Headaches"
1917,"Sweet Tooth","indica","Lack of Appetite"
1917,"Sweet Tooth","indica","Dry Mouth"
1917,"Sweet Tooth","indica","Dry Eyes"
1917,"Sweet Tooth","indica","Anxious"
1917,"Sweet Tooth","indica","Paranoid"
1917,"Sweet Tooth","indica","Dizzy"
1918,"Sweet and Sour Widow","indica","Relaxed"
1918,"Sweet and Sour Widow","indica","Happy"
1918,"Sweet and Sour Widow","indica","Euphoric"
1918,"Sweet and Sour Widow","indica","Sleepy"
1918,"Sweet and Sour Widow","indica","Uplifted"
1918,"Sweet and Sour Widow","indica","Stress"
1918,"Sweet and Sour Widow","indica","Insomnia"
1918,"Sweet and Sour Widow","indica","Pain"
1918,"Sweet and Sour Widow","indica","Depression"
1918,"Sweet and Sour Widow","indica","Fatigue"
1918,"Sweet and Sour Widow","indica","Dry Mouth"
1918,"Sweet and Sour Widow","indica","Dizzy"
1918,"Sweet and Sour Widow","indica","Paranoid"
1919,"Swiss Bliss","hybrid","Euphoric"
1919,"Swiss Bliss","hybrid","Happy"
1919,"Swiss Bliss","hybrid","Giggly"
1919,"Swiss Bliss","hybrid","Hungry"
1919,"Swiss Bliss","hybrid","Creative"
1919,"Swiss Bliss","hybrid","Lack of Appetite"
1919,"Swiss Bliss","hybrid","Stress"
1919,"Swiss Bliss","hybrid","Depression"
1919,"Swiss Bliss","hybrid","Insomnia"
1919,"Swiss Bliss","hybrid","Pain"
1919,"Swiss Bliss","hybrid","Dry Eyes"
1919,"Swiss Bliss","hybrid","Headache"
1919,"Swiss Bliss","hybrid","Dizzy"
1919,"Swiss Bliss","hybrid","Dry Mouth"
1919,"Swiss Bliss","hybrid","Paranoid"
1920,"Swiss Gold","sativa","Relaxed"
1920,"Swiss Gold","sativa","Happy"
1920,"Swiss Gold","sativa","Uplifted"
1920,"Swiss Gold","sativa","Focused"
1920,"Swiss Gold","sativa","Hungry"
1920,"Swiss Gold","sativa","Stress"
1920,"Swiss Gold","sativa","Pain"
1920,"Swiss Gold","sativa","Headaches"
1920,"Swiss Gold","sativa","Depression"
1920,"Swiss Gold","sativa","Inflammation"
1920,"Swiss Gold","sativa","Dry Eyes"
1920,"Swiss Gold","sativa","Dry Mouth"
1920,"Swiss Gold","sativa","Anxious"
1920,"Swiss Gold","sativa","Dizzy"
1920,"Swiss Gold","sativa","Paranoid"
1921,"Swiss Indica","indica","Relaxed"
1921,"Swiss Indica","indica","Energetic"
1921,"Swiss Indica","indica","Creative"
1921,"Swiss Indica","indica","Happy"
1921,"Swiss Indica","indica","Tingly"
1921,"Swiss Indica","indica","Pain"
1921,"Swiss Indica","indica","Stress"
1921,"Swiss Indica","indica","Insomnia"
1921,"Swiss Indica","indica","Inflammation"
1921,"Swiss Indica","indica","Depression"
1923,"Swiss Tsunami","sativa","Happy"
1923,"Swiss Tsunami","sativa","Relaxed"
1923,"Swiss Tsunami","sativa","Focused"
1923,"Swiss Tsunami","sativa","Uplifted"
1923,"Swiss Tsunami","sativa","Giggly"
1923,"Swiss Tsunami","sativa","Pain"
1923,"Swiss Tsunami","sativa","Depression"
1923,"Swiss Tsunami","sativa","Stress"
1923,"Swiss Tsunami","sativa","Insomnia"
1923,"Swiss Tsunami","sativa","Headaches"
1923,"Swiss Tsunami","sativa","Dry Mouth"
1923,"Swiss Tsunami","sativa","Dry Eyes"
1924,"THC Bomb","hybrid","Relaxed"
1924,"THC Bomb","hybrid","Happy"
1924,"THC Bomb","hybrid","Euphoric"
1924,"THC Bomb","hybrid","Uplifted"
1924,"THC Bomb","hybrid","Energetic"
1924,"THC Bomb","hybrid","Stress"
1924,"THC Bomb","hybrid","Insomnia"
1924,"THC Bomb","hybrid","Depression"
1924,"THC Bomb","hybrid","Pain"
1924,"THC Bomb","hybrid","Eye Pressure"
1924,"THC Bomb","hybrid","Dry Mouth"
1924,"THC Bomb","hybrid","Dry Eyes"
1924,"THC Bomb","hybrid","Dizzy"
1924,"THC Bomb","hybrid","Paranoid"
1924,"THC Bomb","hybrid","Headache"
1925,"TJ's CBD","hybrid","Relaxed"
1925,"TJ's CBD","hybrid","Happy"
1925,"TJ's CBD","hybrid","Focused"
1925,"TJ's CBD","hybrid","Uplifted"
1925,"TJ's CBD","hybrid","Creative"
1925,"TJ's CBD","hybrid","Stress"
1925,"TJ's CBD","hybrid","Pain"
1925,"TJ's CBD","hybrid","Inflammation"
1925,"TJ's CBD","hybrid","Depression"
1925,"TJ's CBD","hybrid","Fatigue"
1925,"TJ's CBD","hybrid","Headache"
1926,"Tahoe Alien","hybrid","Relaxed"
1926,"Tahoe Alien","hybrid","Happy"
1926,"Tahoe Alien","hybrid","Hungry"
1926,"Tahoe Alien","hybrid","Giggly"
1926,"Tahoe Alien","hybrid","Talkative"
1926,"Tahoe Alien","hybrid","Depression"
1926,"Tahoe Alien","hybrid","Stress"
1926,"Tahoe Alien","hybrid","Headaches"
1926,"Tahoe Alien","hybrid","Pain"
1926,"Tahoe Alien","hybrid","Nausea"
1926,"Tahoe Alien","hybrid","Dry Mouth"
1928,"Tahoe Hydro Champagne","hybrid","Energetic"
1928,"Tahoe Hydro Champagne","hybrid","Euphoric"
1928,"Tahoe Hydro Champagne","hybrid","Happy"
1928,"Tahoe Hydro Champagne","hybrid","Talkative"
1928,"Tahoe Hydro Champagne","hybrid","Uplifted"
1928,"Tahoe Hydro Champagne","hybrid","Depression"
1928,"Tahoe Hydro Champagne","hybrid","Fatigue"
1928,"Tahoe Hydro Champagne","hybrid","Stress"
1928,"Tahoe Hydro Champagne","hybrid","Dry Mouth"
1929,"Tahoe Hydro OG","hybrid","Relaxed"
1929,"Tahoe Hydro OG","hybrid","Sleepy"
1929,"Tahoe Hydro OG","hybrid","Euphoric"
1929,"Tahoe Hydro OG","hybrid","Happy"
1929,"Tahoe Hydro OG","hybrid","Tingly"
1929,"Tahoe Hydro OG","hybrid","Stress"
1929,"Tahoe Hydro OG","hybrid","Muscle Spasms"
1929,"Tahoe Hydro OG","hybrid","Pain"
1929,"Tahoe Hydro OG","hybrid","Eye Pressure"
1929,"Tahoe Hydro OG","hybrid","Depression"
1930,"Tahoe OG Kush","hybrid","Relaxed"
1930,"Tahoe OG Kush","hybrid","Euphoric"
1930,"Tahoe OG Kush","hybrid","Happy"
1930,"Tahoe OG Kush","hybrid","Sleepy"
1930,"Tahoe OG Kush","hybrid","Hungry"
1930,"Tahoe OG Kush","hybrid","Stress"
1930,"Tahoe OG Kush","hybrid","Pain"
1930,"Tahoe OG Kush","hybrid","Insomnia"
1930,"Tahoe OG Kush","hybrid","Depression"
1930,"Tahoe OG Kush","hybrid","Lack of Appetite"
1930,"Tahoe OG Kush","hybrid","Dry Mouth"
1930,"Tahoe OG Kush","hybrid","Dry Eyes"
1930,"Tahoe OG Kush","hybrid","Dizzy"
1930,"Tahoe OG Kush","hybrid","Paranoid"
1930,"Tahoe OG Kush","hybrid","Anxious"
1931,"Tahoe Purps","indica","Anxious"
1931,"Tahoe Purps","indica","Creative"
1931,"Tahoe Purps","indica","Dry Mouth"
1931,"Tahoe Purps","indica","Hungry"
1931,"Tahoe Purps","indica","Relaxed"
1932,"Taliban Poison","indica","Hungry"
1932,"Taliban Poison","indica","Aroused"
1932,"Taliban Poison","indica","Giggly"
1932,"Taliban Poison","indica","Happy"
1932,"Taliban Poison","indica","Relaxed"
1932,"Taliban Poison","indica","Cramps"
1932,"Taliban Poison","indica","Depression"
1932,"Taliban Poison","indica","Muscle Spasms"
1932,"Taliban Poison","indica","Nausea"
1932,"Taliban Poison","indica","Pain"
1932,"Taliban Poison","indica","Dizzy"
1932,"Taliban Poison","indica","Dry Mouth"
1932,"Taliban Poison","indica","Headache"
1932,"Taliban Poison","indica","Paranoid"
1933,"Tangelo","hybrid","Energetic"
1933,"Tangelo","hybrid","Euphoric"
1933,"Tangelo","hybrid","Focused"
1933,"Tangelo","hybrid","Happy"
1933,"Tangelo","hybrid","Uplifted"
1933,"Tangelo","hybrid","Depression"
1933,"Tangelo","hybrid","Fatigue"
1933,"Tangelo","hybrid","Inflammation"
1933,"Tangelo","hybrid","Stress"
1933,"Tangelo","hybrid","Eye Pressure"
1933,"Tangelo","hybrid","Dry Mouth"
1933,"Tangelo","hybrid","Paranoid"
1934,"Tangelo Kush","hybrid","Relaxed"
1934,"Tangelo Kush","hybrid","Giggly"
1934,"Tangelo Kush","hybrid","Sleepy"
1934,"Tangelo Kush","hybrid","Talkative"
1934,"Tangelo Kush","hybrid","Uplifted"
1934,"Tangelo Kush","hybrid","Depression"
1934,"Tangelo Kush","hybrid","Insomnia"
1934,"Tangelo Kush","hybrid","Pain"
1936,"Tangerine","hybrid","Happy"
1936,"Tangerine","hybrid","Energetic"
1936,"Tangerine","hybrid","Uplifted"
1936,"Tangerine","hybrid","Relaxed"
1936,"Tangerine","hybrid","Creative"
1936,"Tangerine","hybrid","Stress"
1936,"Tangerine","hybrid","Pain"
1936,"Tangerine","hybrid","Insomnia"
1936,"Tangerine","hybrid","Inflammation"
1936,"Tangerine","hybrid","Headaches"
1936,"Tangerine","hybrid","Dry Mouth"
1936,"Tangerine","hybrid","Paranoid"
1936,"Tangerine","hybrid","Dry Eyes"
1936,"Tangerine","hybrid","Anxious"
1936,"Tangerine","hybrid","Headache"
1937,"Tangerine Dream","hybrid","Euphoric"
1937,"Tangerine Dream","hybrid","Happy"
1937,"Tangerine Dream","hybrid","Uplifted"
1937,"Tangerine Dream","hybrid","Relaxed"
1937,"Tangerine Dream","hybrid","Energetic"
1937,"Tangerine Dream","hybrid","Stress"
1937,"Tangerine Dream","hybrid","Pain"
1937,"Tangerine Dream","hybrid","Depression"
1937,"Tangerine Dream","hybrid","Inflammation"
1937,"Tangerine Dream","hybrid","Headaches"
1937,"Tangerine Dream","hybrid","Dry Mouth"
1937,"Tangerine Dream","hybrid","Dry Eyes"
1937,"Tangerine Dream","hybrid","Paranoid"
1937,"Tangerine Dream","hybrid","Dizzy"
1937,"Tangerine Dream","hybrid","Headache"
1938,"Tangerine Haze","hybrid","Happy"
1938,"Tangerine Haze","hybrid","Energetic"
1938,"Tangerine Haze","hybrid","Uplifted"
1938,"Tangerine Haze","hybrid","Euphoric"
1938,"Tangerine Haze","hybrid","Creative"
1938,"Tangerine Haze","hybrid","Depression"
1938,"Tangerine Haze","hybrid","Stress"
1938,"Tangerine Haze","hybrid","Fatigue"
1938,"Tangerine Haze","hybrid","Pain"
1938,"Tangerine Haze","hybrid","Eye Pressure"
1938,"Tangerine Haze","hybrid","Dry Mouth"
1938,"Tangerine Haze","hybrid","Dry Eyes"
1938,"Tangerine Haze","hybrid","Anxious"
1938,"Tangerine Haze","hybrid","Dizzy"
1938,"Tangerine Haze","hybrid","Headache"
1939,"Tangerine Kush","indica","Relaxed"
1939,"Tangerine Kush","indica","Happy"
1939,"Tangerine Kush","indica","Sleepy"
1939,"Tangerine Kush","indica","Uplifted"
1939,"Tangerine Kush","indica","Euphoric"
1939,"Tangerine Kush","indica","Stress"
1939,"Tangerine Kush","indica","Pain"
1939,"Tangerine Kush","indica","Insomnia"
1939,"Tangerine Kush","indica","Depression"
1939,"Tangerine Kush","indica","Headaches"
1939,"Tangerine Kush","indica","Dry Mouth"
1939,"Tangerine Kush","indica","Paranoid"
1939,"Tangerine Kush","indica","Dry Eyes"
1939,"Tangerine Kush","indica","Headache"
1939,"Tangerine Kush","indica","Dizzy"
1940,"Tangerine Man","sativa","Euphoric"
1940,"Tangerine Man","sativa","Energetic"
1940,"Tangerine Man","sativa","Uplifted"
1940,"Tangerine Man","sativa","Hungry"
1940,"Tangerine Man","sativa","Happy"
1940,"Tangerine Man","sativa","Stress"
1940,"Tangerine Man","sativa","Depression"
1940,"Tangerine Man","sativa","Pain"
1940,"Tangerine Man","sativa","Fatigue"
1940,"Tangerine Man","sativa","Insomnia"
1941,"Tangerine Power","hybrid","Relaxed"
1941,"Tangerine Power","hybrid","Happy"
1941,"Tangerine Power","hybrid","Euphoric"
1941,"Tangerine Power","hybrid","Uplifted"
1941,"Tangerine Power","hybrid","Energetic"
1941,"Tangerine Power","hybrid","Pain"
1941,"Tangerine Power","hybrid","Stress"
1941,"Tangerine Power","hybrid","Depression"
1941,"Tangerine Power","hybrid","Headaches"
1941,"Tangerine Power","hybrid","Nausea"
1941,"Tangerine Power","hybrid","Dry Mouth"
1941,"Tangerine Power","hybrid","Dizzy"
1941,"Tangerine Power","hybrid","Dry Eyes"
1942,"Tangerine Sunrise","sativa","Happy"
1942,"Tangerine Sunrise","sativa","Creative"
1942,"Tangerine Sunrise","sativa","Euphoric"
1942,"Tangerine Sunrise","sativa","Energetic"
1942,"Tangerine Sunrise","sativa","Tingly"
1942,"Tangerine Sunrise","sativa","Depression"
1942,"Tangerine Sunrise","sativa","Fatigue"
1942,"Tangerine Sunrise","sativa","Pain"
1942,"Tangerine Sunrise","sativa","Stress"
1942,"Tangerine Sunrise","sativa","Inflammation"
1943,"Tangie","sativa","Happy"
1943,"Tangie","sativa","Uplifted"
1943,"Tangie","sativa","Euphoric"
1943,"Tangie","sativa","Energetic"
1943,"Tangie","sativa","Creative"
1943,"Tangie","sativa","Stress"
1943,"Tangie","sativa","Depression"
1943,"Tangie","sativa","Pain"
1943,"Tangie","sativa","Fatigue"
1943,"Tangie","sativa","Lack of Appetite"
1943,"Tangie","sativa","Dry Mouth"
1943,"Tangie","sativa","Anxious"
1943,"Tangie","sativa","Paranoid"
1943,"Tangie","sativa","Dry Eyes"
1943,"Tangie","sativa","Dizzy"
1944,"Tangie Dream","hybrid","Creative"
1944,"Tangie Dream","hybrid","Euphoric"
1944,"Tangie Dream","hybrid","Hungry"
1944,"Tangie Dream","hybrid","Relaxed"
1944,"Tangie Dream","hybrid","Talkative"
1944,"Tangie Dream","hybrid","Insomnia"
1944,"Tangie Dream","hybrid","Eye Pressure"
1945,"Tangier Chilly","hybrid","Creative"
1945,"Tangier Chilly","hybrid","Energetic"
1945,"Tangier Chilly","hybrid","Giggly"
1945,"Tangier Chilly","hybrid","Happy"
1945,"Tangier Chilly","hybrid","Talkative"
1946,"Tangilope","sativa","Happy"
1946,"Tangilope","sativa","Uplifted"
1946,"Tangilope","sativa","Talkative"
1946,"Tangilope","sativa","Relaxed"
1946,"Tangilope","sativa","Focused"
1946,"Tangilope","sativa","Depression"
1946,"Tangilope","sativa","Stress"
1946,"Tangilope","sativa","Fatigue"
1946,"Tangilope","sativa","Pain"
1946,"Tangilope","sativa","Lack of Appetite"
1946,"Tangilope","sativa","Dry Mouth"
1946,"Tangilope","sativa","Paranoid"
1947,"Tango Kush","hybrid","Energetic"
1947,"Tango Kush","hybrid","Focused"
1947,"Tango Kush","hybrid","Creative"
1947,"Tango Kush","hybrid","Dry Mouth"
1947,"Tango Kush","hybrid","Euphoric"
1947,"Tango Kush","hybrid","Depression"
1947,"Tango Kush","hybrid","Fatigue"
1947,"Tango Kush","hybrid","Headaches"
1947,"Tango Kush","hybrid","Pain"
1947,"Tango Kush","hybrid","Stress"
1947,"Tango Kush","hybrid","Anxious"
1947,"Tango Kush","hybrid","Paranoid"
1947,"Tango Kush","hybrid","Dizzy"
1948,"Tardis","sativa","Energetic"
1948,"Tardis","sativa","Talkative"
1948,"Tardis","sativa","Creative"
1948,"Tardis","sativa","Focused"
1948,"Tardis","sativa","Happy"
1948,"Tardis","sativa","Depression"
1948,"Tardis","sativa","Stress"
1949,"Tembo Kush","hybrid","Happy"
1949,"Tembo Kush","hybrid","Energetic"
1949,"Tembo Kush","hybrid","Uplifted"
1949,"Tembo Kush","hybrid","Sleepy"
1949,"Tembo Kush","hybrid","Focused"
1949,"Tembo Kush","hybrid","Fatigue"
1950,"Terminator OG","indica","Relaxed"
1950,"Terminator OG","indica","Dry Mouth"
1950,"Terminator OG","indica","Happy"
1950,"Terminator OG","indica","Sleepy"
1950,"Terminator OG","indica","Creative"
1950,"Terminator OG","indica","Stress"
1950,"Terminator OG","indica","Insomnia"
1950,"Terminator OG","indica","Pain"
1950,"Terminator OG","indica","Cramps"
1950,"Terminator OG","indica","Lack of Appetite"
1951,"Tesla","hybrid","Relaxed"
1951,"Tesla","hybrid","Uplifted"
1951,"Tesla","hybrid","Happy"
1951,"Tesla","hybrid","Dry Mouth"
1951,"Tesla","hybrid","Euphoric"
1951,"Tesla","hybrid","Depression"
1951,"Tesla","hybrid","Stress"
1951,"Tesla","hybrid","Inflammation"
1952,"Tesla Tower","sativa","Relaxed"
1952,"Tesla Tower","sativa","Tingly"
1952,"Tesla Tower","sativa","Uplifted"
1952,"Tesla Tower","sativa","Creative"
1952,"Tesla Tower","sativa","Energetic"
1952,"Tesla Tower","sativa","Depression"
1952,"Tesla Tower","sativa","Pain"
1952,"Tesla Tower","sativa","Stress"
1952,"Tesla Tower","sativa","Eye Pressure"
1952,"Tesla Tower","sativa","Fatigue"
1953,"Thai","sativa","Happy"
1953,"Thai","sativa","Relaxed"
1953,"Thai","sativa","Focused"
1953,"Thai","sativa","Energetic"
1953,"Thai","sativa","Uplifted"
1953,"Thai","sativa","Depression"
1953,"Thai","sativa","Stress"
1953,"Thai","sativa","Pain"
1953,"Thai","sativa","Fatigue"
1953,"Thai","sativa","Headaches"
1953,"Thai","sativa","Dry Mouth"
1953,"Thai","sativa","Anxious"
1953,"Thai","sativa","Dry Eyes"
1953,"Thai","sativa","Headache"
1953,"Thai","sativa","Dizzy"
1954,"Thai Girl","hybrid","Uplifted"
1954,"Thai Girl","hybrid","Creative"
1954,"Thai Girl","hybrid","Energetic"
1954,"Thai Girl","hybrid","Happy"
1954,"Thai Girl","hybrid","Relaxed"
1954,"Thai Girl","hybrid","Stress"
1954,"Thai Girl","hybrid","Depression"
1954,"Thai Girl","hybrid","Fatigue"
1954,"Thai Girl","hybrid","Inflammation"
1954,"Thai Girl","hybrid","Nausea"
1954,"Thai Girl","hybrid","Anxious"
1954,"Thai Girl","hybrid","Dry Eyes"
1954,"Thai Girl","hybrid","Dry Mouth"
1955,"Thai Haze","sativa","Creative"
1955,"Thai Haze","sativa","Happy"
1955,"Thai Haze","sativa","Aroused"
1955,"Thai Haze","sativa","Energetic"
1955,"Thai Haze","sativa","Euphoric"
1955,"Thai Haze","sativa","Depression"
1955,"Thai Haze","sativa","Stress"
1955,"Thai Haze","sativa","Pain"
1955,"Thai Haze","sativa","Lack of Appetite"
1955,"Thai Haze","sativa","Muscle Spasms"
1955,"Thai Haze","sativa","Anxious"
1955,"Thai Haze","sativa","Headache"
1956,"Thai Lights","hybrid","Uplifted"
1956,"Thai Lights","hybrid","Happy"
1956,"Thai Lights","hybrid","Energetic"
1956,"Thai Lights","hybrid","Euphoric"
1956,"Thai Lights","hybrid","Focused"
1956,"Thai Lights","hybrid","Depression"
1956,"Thai Lights","hybrid","Stress"
1956,"Thai Lights","hybrid","Headaches"
1956,"Thai Lights","hybrid","Fatigue"
1956,"Thai Lights","hybrid","Lack of Appetite"
1956,"Thai Lights","hybrid","Dry Mouth"
1957,"Thai-Tanic","sativa","Dry Mouth"
1957,"Thai-Tanic","sativa","Energetic"
1957,"Thai-Tanic","sativa","Dry Eyes"
1957,"Thai-Tanic","sativa","Uplifted"
1957,"Thai-Tanic","sativa","Focused"
1957,"Thai-Tanic","sativa","Stress"
1957,"Thai-Tanic","sativa","Pain"
1957,"Thai-Tanic","sativa","Insomnia"
1957,"Thai-Tanic","sativa","Fatigue"
1957,"Thai-Tanic","sativa","Nausea"
1957,"Thai-Tanic","sativa","Dry Mouth"
1957,"Thai-Tanic","sativa","Dry Eyes"
1957,"Thai-Tanic","sativa","Anxious"
1957,"Thai-Tanic","sativa","Dizzy"
1957,"Thai-Tanic","sativa","Paranoid"
1958,"Thaidal Wave","hybrid","Euphoric"
1958,"Thaidal Wave","hybrid","Uplifted"
1958,"Thaidal Wave","hybrid","Creative"
1958,"Thaidal Wave","hybrid","Energetic"
1958,"Thaidal Wave","hybrid","Focused"
1958,"Thaidal Wave","hybrid","Stress"
1958,"Thaidal Wave","hybrid","Depression"
1958,"Thaidal Wave","hybrid","Nausea"
1958,"Thaidal Wave","hybrid","Pain"
1958,"Thaidal Wave","hybrid","Dizzy"
1960,"The Black","indica","Relaxed"
1960,"The Black","indica","Happy"
1960,"The Black","indica","Sleepy"
1960,"The Black","indica","Focused"
1960,"The Black","indica","Euphoric"
